id,ts,question,retriever_type,k,report_excerpt,faithfulness,answer_relevance,context_precision,context_recall
2a20e7076b2e,2026-05-04T09:18:11,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""서울에 최근 이사 온 27살 청년인 사용자에게는 다양한 주택 정책이 지원됩니다. 행복주택, 청년주택, 청년안심주택 등 여러 옵션이 있으며, 안정적인 주거 환경을 마련할 수 ",0.8181818181818182,0.853884572567754,1.0,0.6666666666666666
7da175bc6993,2026-05-04T09:18:49,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 제가 소득이 연 5천만원 정도인데, 이런 경우에도 주택 구입자금을 지원받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 28세로 연 소득이 5천만원인 경우, 서울시의 주택 지원 정책을 통해 주택 구입자금을 지원받을 수 있는 가능성이 있습니다. 특히 보증금지원형 장기안심주택과 같은 정",0.7407407407407407,0.8954502439187015,0.9067956349092998,1.0
63d6928276af,2026-05-04T09:19:18,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,3,"```json {   ""summary"": ""30세의 직장인으로서 집을 처음 구매하려는 당신에게는 청년전세임대주택, 장기전세주택, 행복주택이 적합한 선택입니다. 이 정책들은 주거비 부담을 줄여주고 안정적인 주거 환경을",0.9523809523809523,0.8298301499772802,0.9150793650641136,1.0
cfb894413223,2026-05-04T09:19:38,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""28세 신혼부부로서 대출 추천서 신청 시기를 알고 싶으신 사용자에게는 '신혼부부 임차보증금 이자지원 사업'이 적합합니다. 이 정책을 통해 대출 추천서를 임대차 계약서상 잔금",0.8636363636363636,0.7812005636581962,0.5695767195672266,1.0
6b0f10d0d437,2026-05-04T09:19:41,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 만 28세로 연소득이 4천만 원이므로 청약통장 가입이 가능합니다. 청약통장 납입 회차에 따라 청약 자격이 결정되므로, 이를 확인하는 것이 중요합니다."",   ""po",0.3333333333333333,1.0,1.0,0.0
264fc1c0d57a,2026-05-04T09:20:07,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""30세의 신혼부부로서 주택 구매를 고려하고 계신다면, 다양한 대출 및 지원 정책을 활용하여 주거비 부담을 줄일 수 있습니다. 아래의 정책들은 귀하의 상황에 적합한 대출 조건",0.42857142857142855,0.0,1.0,1.0
2f9663c8b8f5,2026-05-04T09:20:50,"안녕하세요, 저는 28살이고 경기도에 사는 직장인인데요. 전세 계약을 했는데 혹시 보증을 받을 수 있는 조건이 뭔지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 28세의 직장인으로 전세 계약을 체결한 상황입니다. 보증을 받을 수 있는 조건을 알고 싶어하는 만큼, 서울시의 다양한 주택 정책을 통해 안정적인 주거 환경을 마련할",0.9032258064516129,0.8441517628563974,1.0,0.5
edee4cb56774,2026-05-04T09:21:12,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 전세 계약하고 나서 보증금을 돌려받지 못할까 봐 걱정인데, 이걸 어떻게 보장받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 청년으로서 전세 계약 후 보증금 반환에 대한 걱정이 크실 것으로 보입니다. 서울시의 다양한 전세 보증금 지원 정책을 통해 안정적인 주거 환경을 마련할 수 있습니다.",0.6923076923076923,0.7802085795981952,1.0,1.0
43c02346e6d7,2026-05-04T09:21:15,"저는 서울에 사는 28살 청년인데, 월세 80만원에 임대 계약하려고 하는데 이자 지원받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세 청년인 사용자는 서울에서 월세 80만원에 대한 지원을 받을 수 있는 정책이 있습니다. 청년월세지원 정책을 통해 주거 안정을 도모할 수 있습니다."",   ""policy",0.8181818181818182,0.8673171057911085,1.0,0.6666666666666666
24cd4f95761d,2026-05-04T09:21:23,"안녕하세요, 저는 28살이고 서울에 사는데 월세가 60만 원이어서 힘들어요. 언제까지 신청해야 지원 받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 28세로 서울에 거주하며 월세 60만 원으로 어려움을 겪고 있습니다. 청년전세임대주택과 청년월세지원사업을 통해 주거비 부담을 줄일 수 있는 기회를 제공받을 수 있습",0.9,0.8695399338415869,1.0,0.0
1f1f5f3fd520,2026-05-04T09:21:58,"저는 28살이고, 이번에 서울로 이사를 했는데, 이사비 지원받으려면 어떻게 신청해야 해요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 28세로 서울로 이사한 청년입니다. 이사비 지원을 원하므로, 서울시의 청년 부동산 중개보수 및 이사비 지원사업이 적합합니다."",   ""policy_analysis""",0.6111111111111112,0.8242703666403447,0.8711670274061378,0.6666666666666666
46038b264ead,2026-05-04T09:22:26,"안녕하세요, 저는 29살이고 서울에 사는 신혼부부예요. 전세자금이 필요한데, 대출 신청은 언제까지 할 수 있는 거예요?",VectorStore+BM25,3,"```json {   ""summary"": ""29살의 신혼부부로서 전세자금이 필요한 상황에서, 서울시의 다양한 금융 지원 정책이 도움이 될 것입니다. 특히 신혼부부를 위한 전세자금 대출이 유용할 것으로 보입니다."", ",0.9285714285714286,0.8587705723481024,1.0,1.0
12c6a2b3feaf,2026-05-04T09:22:39,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 최근에 전세 계약을 갱신했는데, 다른 대출 상품과 비교해서 어떤 게 더 좋은지 고민이에요. 전세자금 대출에 대해 좀 더 알고 싶어요.",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 사용자는 전세 계약을 갱신한 상황에서 전세자금 대출에 대해 고민하고 있습니다. 추천하는 정책은 청년층을 위한 대출 상품으로, 주거 안정을 도모할 수 있는 좋은 선택",0.8214285714285714,0.845659417817661,1.0,1.0
724facb1cfb9,2026-05-04T09:22:56,"저는 28살이고, 무주택자인데요. 세대주 요건이 꼭 필요하다고 하더라고요. 만약 친구랑 쉐어하우스에 살면 이 조건이 어떻게 되는 건가요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 무주택자로서 친구와 쉐어하우스에 거주하고자 하는 상황에 적합한 정책들이 있습니다. 이 정책들은 주거비 부담을 줄이고 안정적인 주거 환경을 제공하는 데 도움을 줄 것",0.9375,0.8388707659731939,1.0,0.0
d63daafd9ed2,2026-05-04T09:23:07,"안녕하세요, 저는 28살이고 무주택인 청년입니다. 지금 월세가 너무 부담스러운데, 이걸 지원받으면 월세에서 얼마까지 대출을 받을 수 있나요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 무주택 청년인 당신에게는 월세 부담을 줄일 수 있는 다양한 정책이 있습니다. 특히 청년전용 보증부월세대출을 통해 최대 1,200만원의 대출을 받을 수 있어 월세 부",0.9615384615384616,0.8283958279480531,0.8583333333161666,1.0
dd0680a7393d,2026-05-04T09:23:21,"안녕하세요! 저는 30살이고, 서울에 살고 있는데요. 결혼할 때가 다가오는데 집을 사려고 하는데, 대출 신청은 어떻게 해야 할까요?",VectorStore+BM25,3,"```json {   ""summary"": ""30세의 신혼부부로서 집 구매를 고려하고 계신 사용자에게 적합한 정책을 추천드립니다. 주택 보증금 지원과 전세자금 지원을 통해 주거 안정성을 높일 수 있습니다."",   ""p",0.8148148148148148,0.7776615574044046,0.3333333333,0.0
5a6055e3a800,2026-05-04T09:25:30,"저는 28살이고 무주택자인데, 이 청약 통장에 가입하려면 언제까지 신청해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세 무주택자이신 사용자에게는 청약통장 가입이 필수적입니다. 추천드리는 정책을 통해 안정적인 주거 환경을 마련할 수 있습니다."",   ""policy_analysis"": [",0.22727272727272727,0.8144336172106467,0.5902777777630207,0.5
4f1ffd073bf2,2026-05-04T09:26:06,"안녕하세요, 저는 29살이고 서울에서 혼자 살고 있는 무주택자예요. 주택 청약을 하고 싶은데, 제가 조건에 맞는 특별한 기회가 있는지 궁금해요. 어떤 조건이 필요한가요?",VectorStore+BM25,3,"```json {   ""summary"": ""29세의 무주택자이신 사용자에게는 서울시의 다양한 청년 주택 정책이 적합합니다. 특히 행복주택과 1인 가구 맞춤형 주택이 유리한 선택이 될 수 있습니다."",   ""polic",0.92,0.8894964756232407,0.707575757561606,1.0
1560c66e5f71,2026-05-04T09:26:53,"저는 27살이고, 서울에 살고 있는데 전세 계약이 끝나가요. 보증금 반환을 위해 어떤 방법으로 신청해야 할까요?",VectorStore+BM25,3,"```json {   ""summary"": ""현재 전세 계약이 끝나가는 상황에서 보증금 반환을 위한 여러 정책이 있습니다. 이들 정책을 활용하면 안정적인 주거 환경을 유지하며 보증금 반환 문제를 해결할 수 있습니다.""",1.0,0.7784894472869134,0.99999999998,0.3333333333333333
c4b5d98d9699,2026-05-04T09:26:54,"저는 30살이고, 혼인 기간이 2년인 신혼부부인데요. 주택을 사려고 하는데 대출한도가 최대 얼마인지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""30세의 신혼부부로서 주택 구매를 고려하고 계신 사용자에게 적합한 정책을 추천드립니다. 대출한도와 안정적인 주거 환경을 동시에 고려할 수 있는 정책들이 있습니다."",   """,0.9583333333333334,0.7744167983047413,0.35297619046736606,0.0
3791c2765d71,2026-05-04T09:27:12,"저는 28살이고 서울에 사는 예비신혼이에요. 대출 추천서를 신청하려면 어떤 조건이 필요한지 궁금한데, 세대주가 아니어도 신청할 수 있나요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세 예비신혼부부인 사용자는 대출 추천서를 신청할 수 있는 다양한 정책이 있으며, 세대주가 아니더라도 혼인관계증명서를 제출하면 신청이 가능합니다."",   ""policy_a",0.25806451612903225,0.7945389303816087,1.0,1.0
4e87cfca899d,2026-05-04T09:28:17,"안녕하세요, 저는 25살이고 도봉구에 살고 있어요. 그런데 임대주택 신청하려고 하는데, 청약통장 가입횟수가 몇 회 이상이어야 하는지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 25세로 도봉구에 거주하며 임대주택 신청을 고려하고 있습니다. 청약통장 가입횟수에 대한 정보가 필요하며, 추천하는 정책을 통해 필요한 조건을 이해할 수 있습니다.""",0.88,0.0,0.8711111110936888,1.0
3cc5a6b5bc59,2026-05-04T09:28:28,"안녕하세요! 저는 서대문구에 사는 21살 대학생인데요, 이 임대주택에 들어가려면 보증금이랑 월세가 얼마인지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 서대문구에 거주하는 21살 대학생으로, 경제적 부담을 줄이기 위해 적합한 임대주택을 찾고 있습니다. 추천하는 정책들은 보증금과 월세 지원을 통해 안정적인 주거 환경",0.85,0.8688460162145185,0.0,0.5
086b24062763,2026-05-04T09:30:10,"안녕하세요, 저는 28살이고 금천구에 살고 있어요. 지금 일자리를 찾고 있는데, 여기서 청약을 신청할 수 있는 방법이 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 청년으로 금천구에 거주하는 사용자는 청약 신청 자격이 있을 가능성이 높습니다. 추천하는 정책을 통해 안정적인 주거 환경을 마련할 수 있습니다."",   ""policy",0.46153846153846156,0.7933166044585116,1.0,1.0
850e0902f710,2026-05-04T09:30:10,"저는 25살이고, 서울에서 대학 다니고 있는데, 언제부터 신청할 수 있는지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 25세의 대학생으로, 서울에서 제공하는 다양한 청년 주택 정책의 혜택을 받을 수 있습니다. 특히, 저렴한 임대료로 주택을 이용할 수 있는 기회가 많아 주거 안정성을",0.7272727272727273,0.8470654339660647,0.3333333333,0.0
602106b8ae1e,2026-05-04T09:31:04,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 소득이 좀 낮은 편인데, 이런 상황에서도 무주택자로 신청할 수 있는 조건이 맞는 건가요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 28세로 신혼부부 또는 예비신혼부부에 해당하며, 소득이 낮은 경우에도 무주택자로 신청할 수 있는 조건이 충족됩니다. 따라서 여러 정책을 통해 주택 지원을 받을 수 ",1.0,0.7801894709987435,0.9749999999878125,1.0
38feac4c9179,2026-05-04T09:31:14,"저는 25살이고 서울에 살고 있는데, 계약을 하려면 언제까지 계약금을 입금해야 해요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 25세로 서울에 거주하며, 계약금을 입금한 후 전자계약 체결 절차에 대한 정보가 필요합니다. 추천하는 정책들을 통해 계약금 입금 및 계약 체결 절차를 명확히 안내받",0.8148148148148148,0.7544710825573048,1.0,0.5
0ab12a94ce20,2026-05-04T09:32:03,"안녕하세요, 저는 28살이고 서울에 살고 있는 무주택 청년이에요. 전세 보증금이 1억 2천만원인데, 이 정책을 통해서 얼마나 지원 받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 무주택 청년이신 당신은 서울에서 전세 보증금 1억 2천만원을 가지고 있습니다. 이 조건에 맞는 정책을 통해 최대 4천5백만원의 지원을 받을 수 있습니다."",   """,0.8260869565217391,0.874879915203597,1.0,1.0
4d02af706da2,2026-05-04T09:32:38,"저는 서울에 사는 28살 무주택 청년인데, 이 임대주택 신청은 어떻게 해야 하나요? 신청 기간도 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""28세 무주택 청년인 사용자에게 적합한 서울의 주택 정책을 추천합니다. 영구임대주택과 행복주택은 안정적인 주거 환경을 제공하며, 신청 자격이 무주택세대구성원으로 유리합니다.",0.375,0.8785247676889917,1.0,0.5
a33f74d3845c,2026-05-04T09:33:09,"저는 25살이고 서울에 살고 있는데, 반지하 집을 팔고 싶어서 신청하려고 하는데, 언제까지 신청해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 25세로 서울에 거주하며 반지하 집을 팔고자 합니다. 2026년도 기존주택(반지하) 매입 공고에 따라 2026년 2월 13일부터 3월 13일까지 신청할 수 있습니다",0.2962962962962963,0.7447454251670603,0.9999999999,0.5
3891f96df6bf,2026-05-04T09:34:58,"저는 29살이고, 서울에 사는 신혼부부인데, 여기서 임대료가 어떻게 되는지 궁금해요. 시중 시세의 30~40%라고 하던데, 제가 예상할 수 있는 금액이 어느 정도인지 알 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""29세 신혼부부인 사용자에게 서울에서의 임대료에 대한 정보와 정책을 종합적으로 안내드립니다. 서울시의 청년안심주택과 행복주택, 매입임대주택을 통해 시세의 30~40% 수준의",0.09523809523809523,0.8192099988438701,1.0,0.5
7986befe0a39,2026-05-04T09:35:15,"안녕하세요, 저는 25살이고 서울에 살고 있어요. 주택 신청하려고 하는데, 어떤 서류를 제출해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""25세의 청년이 서울에서 주택 신청을 고려하고 있으므로, 국민임대주택, 공공임대주택, 행복주택의 세 가지 정책이 적합합니다. 각 정책은 신청에 필요한 서류와 절차를 안내하고",0.3157894736842105,0.8897711996119599,1.0,0.3333333333333333
864ba74a9cff,2026-05-04T09:35:18,"저는 금천구에 사는 25살 무주택 청년인데, 입주 신청은 언제부터 할 수 있나요?",VectorStore+BM25,3,"```json {   ""summary"": ""금천구에 거주하는 25세 무주택 청년인 사용자는 청년을 위한 장기전세주택 및 매입임대주택 정책을 통해 주거 안정성을 확보할 수 있는 기회를 가집니다. 입주 신청 기간과 절차",0.6153846153846154,0.8651454527991355,0.0,0.0
d5d76e613655,2026-05-04T09:36:21,"저는 26살이고 서울에 사는 무주택자인데, 제가 이번에 신청할 수 있는 주택이 있나요? 어떻게 해야 할지 모르겠어요.",VectorStore+BM25,3,"```json {   ""summary"": ""26세의 무주택자이신 사용자에게는 여러 주택 정책이 적합합니다. 특히 행복주택과 청년주택은 저렴한 임대료로 주거 부담을 줄일 수 있는 좋은 선택입니다."",   ""policy",0.4,0.8460738710402188,1.0,1.0
ddd3c9f0980b,2026-05-04T09:36:49,"저는 25살이고 서울에 살고 있는데, 이런 주택에 신청하려면 어떤 조건이 필요한지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 25세의 청년으로 서울에 거주하고 있으며, 주택 정책에 대한 관심이 높습니다. 추천하는 정책들은 청년층을 위한 맞춤형 주택으로, 안정적인 거주 환경을 제공합니다.""",0.6551724137931034,0.849401286182081,1.0,1.0
d3ad0e5b8611,2026-05-04T09:36:49,"저는 25살이고, 대학교 다니고 있는 무주택자인데, 이런 조건이면 지원할 수 있는 게 맞나요? 다른 청년들이랑 어떤 점에서 다를까요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 25세의 무주택 미혼 청년으로, 여러 주택 지원 정책에 지원할 수 있는 자격을 갖추고 있습니다. 대학생으로서도 지원이 가능하므로 적합한 선택입니다."",   ""pol",0.7777777777777778,0.8360296575025062,0.9376903960133105,1.0
37caf8950d4a,2026-05-04T09:37:49,"저는 서대문구에 사는 25살이고, 아직 집이 없어요. 이런 경우에 신청할 수 있나요?",VectorStore+BM25,3,"```json {   ""summary"": ""서대문구에 거주하는 25세 무주택 청년으로서, 여러 주택 지원 정책에 신청할 수 있는 자격이 있습니다. 특히 청년 매입임대주택과 맞춤형 공공임대주택이 적합할 것입니다."", ",0.6956521739130435,0.8571502089580298,0.9999999999875,1.0
28c3b622fce4,2026-05-04T09:37:55,"저는 27살이고 서울에 사는데, 청년 주택에 신청할 수 있는 소득 한도가 궁금해요. 얼마까지 가능하죠?",VectorStore+BM25,3,"```json {   ""summary"": ""27세인 사용자는 서울에서 청년 주택 정책을 통해 주거 안정성을 확보할 수 있는 다양한 기회를 가집니다. 소득 한도에 대한 정보가 포함된 정책을 통해 적합한 지원을 받을 수",0.84375,0.8899099595650846,0.4499999999775,0.5
7ba9a41978ba,2026-05-04T09:39:36,"저는 25살이고 서울 강서구에 살고 있는데, 청약 신청할 때 주의해야 할 점이 뭐예요?",VectorStore+BM25,3,"```json {   ""summary"": ""25세의 청년으로서 서울 강서구에 거주하는 당신은 청약 신청 시 주의해야 할 사항을 잘 이해하고 준비해야 합니다. 추천하는 정책을 통해 필요한 정보를 얻고, 신청 과정에서 ",0.3793103448275862,0.8654660456476951,1.0,0.6666666666666666
555db837b35b,2026-05-04T09:39:48,"안녕하세요, 저는 강북구에 사는 25살 대학생이에요. 지금 신청할 수 있는 주택이 어떤 게 있는지 궁금해요. 혹시 소득이 낮은 편인데, 그런 경우에도 괜찮은가요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 강북구에 거주하는 25세 대학생으로, 소득이 낮은 편입니다. 현재 신청 가능한 주택 정책으로는 청년층을 위한 다양한 옵션이 있습니다."",   ""policy_anal",0.6153846153846154,0.885501234578507,1.0,0.3333333333333333
cc71fd0ddbcf,2026-05-04T09:40:27,"저는 26살이고 서대문구에 살고 있는데, 입주 신청은 언제부터 할 수 있나요? 그리고 입주할 수 있는 날짜도 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""26세 청년으로 서대문구에 거주하는 당신에게 적합한 주택 정책이 여러 가지 있습니다. 입주 신청은 각 정책에 따라 다르므로, 자세한 정보를 확인하고 준비하는 것이 중요합니다",0.4,0.857027449477989,0.6458333333171874,0.0
73d3e2034f8a,2026-05-04T09:40:47,"안녕하세요, 저는 서울에 사는 29살 신혼부부인데요. 전세임대 주택에 신청하고 싶어서요. 혹시 저희 같은 경우에도 신청할 수 있는 건가요?",VectorStore+BM25,3,"```json {   ""summary"": ""29살 신혼부부인 귀하께서는 전세임대 주택에 신청할 수 있는 여러 정책이 있습니다. 추천드리는 정책들은 귀하의 주거 안정성을 높이는 데 큰 도움이 될 것입니다."",   ""p",0.75,0.8035212167510015,0.9999999999888889,1.0
92841a2cb57b,2026-05-04T09:41:17,"저는 서울에서 대학에 다니고 있는 22살인데, 전세를 구하고 싶은데 지원 한도가 궁금해요. 얼마까지 지원받을 수 있죠?",VectorStore+BM25,3,"```json {   ""summary"": ""22세 대학생인 사용자는 전세를 구하기 위해 재정적 지원을 받을 수 있는 여러 정책이 있습니다. 청년 전세임대와 청년안심주택은 특히 적합하며, 지원 한도는 지역에 따라 다를",0.9545454545454546,0.8281060604657401,0.6666666666444444,0.0
a1652ee8c56c,2026-05-04T09:42:01,"저는 24살이고 서울에 사는 대학생인데, 주택 신청을 하려면 어떻게 해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 24세의 대학생으로, 서울에서 주택 신청을 고려하고 있습니다. 추천하는 정책들은 청년층을 위한 다양한 주택 옵션을 제공하여 안정적인 주거 환경을 마련할 수 있습니다",1.0,0.8973394196238988,1.0,1.0
cecf2c51c6a1,2026-05-04T09:42:03,"안녕하세요, 저는 도봉구에 사는 28살인데요. 이번에 주택 신청을 하려고 하는데, 신청할 때 필요한 서류가 뭐가 있는지 알고 싶어요.",VectorStore+BM25,3,"```json {   ""summary"": ""28세의 청년으로서 주택 신청을 고려하고 계신 도봉구 거주자에게 적합한 정책을 추천합니다. 주택 신청 시 필요한 서류와 절차를 안내하는 정책들이 있어, 신청 과정에서의 불이",1.0,1.0,1.0,1.0
3dad29eb18c4,2026-05-04T09:42:23,"저는 30살이고, 6세 이하 아기가 있는 신혼부부인데, 입주 신청이 언제부터 가능해요? 그리고 어떤 조건이 필요한가요?",VectorStore+BM25,3,"```json {   ""summary"": ""30살의 신혼부부로서 6세 이하 아기가 있는 상황에 적합한 주택 정책이 있습니다. 여러 정책 중에서 행복주택 예비입주자 모집이 특히 유리할 것입니다."",   ""policy_",0.4166666666666667,0.7936668114041843,1.0,0.5
